frame,time,timestep,raw_mission_current_index,raw_mission_index_reached,raw_mission_lap_reached,raw_mission_finished,perceived_mission_current_index,perceived_mission_index_reached,perceived_mission_lap_reached,perceived_mission_finished,raw_p,raw_pgx,raw_pgy,raw_pgz,raw_roll,raw_pitch,raw_yaw,raw_forward,raw_left,raw_vgx,raw_vgy,raw_vgz,raw_vlx,raw_vly,raw_vlz,raw_yaw_rate,raw_sensor_roll,raw_sensor_pitch,raw_sensor_yaw,raw_sensor_roll_rate,raw_sensor_pitch_rate,raw_sensor_yaw_rate,raw_sensor_alx,raw_sensor_aly,raw_sensor_alz,raw_sensor_vgx,raw_sensor_vgy,raw_sensor_vgz,raw_sensor_pgx,raw_sensor_pgy,raw_sensor_pgz,perceived_p,perceived_pgx,perceived_pgy,perceived_pgz,perceived_roll,perceived_pitch,perceived_yaw,perceived_forward,perceived_left,perceived_vgx,perceived_vgy,perceived_vgz,perceived_vlx,perceived_vly,perceived_vlz,perceived_yaw_rate,perceived_sensor_roll,perceived_sensor_pitch,perceived_sensor_yaw,perceived_sensor_roll_rate,perceived_sensor_pitch_rate,perceived_sensor_yaw_rate,perceived_sensor_alx,perceived_sensor_aly,perceived_sensor_alz,perceived_sensor_vgx,perceived_sensor_vgy,perceived_sensor_vgz,perceived_sensor_pgx,perceived_sensor_pgy,perceived_sensor_pgz,crashed,m1,m2,m3,m4
429,16.48,0.032,9,,,False,9,,,False,"[10.532027457276806, 0.7469683927340965, 1.010878468259462]",10.532027457276806,0.7469683927340965,1.010878468259462,0.2017010906405518,0.016476239683303636,0.3364769984421165,"[0.9439236881305995, 0.33016370331386646, 0.0]","[-0.33016370331386646, 0.9439236881305995, 0.0]",0.8410549755077132,0.4661066609393282,0.010284308405868843,0.947783215716821,0.16228329305190964,0,-0.8187646430514223,0.2017010906405518,0.016476239683303636,0.3364769984421165,0.7345353698615888,-0.1874004210666481,-0.8187646430514223,0.05575144126734399,0.23112147014859552,9.800294975925999,0.8410549755077132,0.4661066609393282,0.010284308405868843,10.532027457276806,0.7469683927340965,1.010878468259462,"[10.532027457276806, 0.7469683927340965, 1.010878468259462]",10.532027457276806,0.7469683927340965,1.010878468259462,0.2017010906405518,0.016476239683303636,0.3364769984421165,"[0.9439236881305995, 0.33016370331386646, 0.0]","[-0.33016370331386646, 0.9439236881305995, 0.0]",0.8410549755077132,0.4661066609393282,0.010284308405868843,0.947783215716821,0.16228329305190964,0,-0.8187646430514223,0.2017010906405518,0.016476239683303636,0.3364769984421165,0.7345353698615888,-0.1874004210666481,-0.8187646430514223,0.05575144126734399,0.23112147014859552,9.800294975925999,0.8410549755077132,0.4661066609393282,0.010284308405868843,10.532027457276806,0.7469683927340965,1.010878468259462,False,55.821395121937975,55.3861792084736,54.93981372696779,55.328668707954
430,16.512,0.032,9,,,False,9,,,False,"[10.559758768696954, 0.7600376068146808, 1.0110032245216147]",10.559758768696954,0.7600376068146808,1.0110032245216147,0.22091289011481532,0.012351801584347401,0.30901801636496506,"[0.9526326732625651, 0.30412331353025035, 0.0]","[-0.30412331353025035, 0.9526326732625651, 0.0]",0.8666034818796067,0.4084129400182578,0.003898633192274929,0.9497626882086005,0.1255131884185383,0,-0.8119806134712274,0.22091289011481532,0.012351801584347401,0.30901801636496506,0.6127573133122922,-0.30600452121254706,-0.8119806134712274,0.0935409949773938,0.19356151215003226,9.808285688024458,0.8666034818796067,0.4084129400182578,0.003898633192274929,10.559758768696954,0.7600376068146808,1.0110032245216147,"[10.559758768696954, 0.7600376068146808, 1.0110032245216147]",10.559758768696954,0.7600376068146808,1.0110032245216147,0.22091289011481532,0.012351801584347401,0.30901801636496506,"[0.9526326732625651, 0.30412331353025035, 0.0]","[-0.30412331353025035, 0.9526326732625651, 0.0]",0.8666034818796067,0.4084129400182578,0.003898633192274929,0.9497626882086005,0.1255131884185383,0,-0.8119806134712274,0.22091289011481532,0.012351801584347401,0.30901801636496506,0.6127573133122922,-0.30600452121254706,-0.8119806134712274,0.0935409949773938,0.19356151215003226,9.808285688024458,0.8666034818796067,0.4084129400182578,0.003898633192274929,10.559758768696954,0.7600376068146808,1.0110032245216147,False,55.88837052284504,55.56995510257771,54.9422769003707,55.19113542963193
431,16.544,0.032,9,,,False,9,,,False,"[10.588275710611791, 0.7710444312454999, 1.0108940925526644]",10.588275710611791,0.7710444312454999,1.0108940925526644,0.2347394833429488,0.005996843193671977,0.28119965617558224,"[0.9607232150664677, 0.277508385517176, 0.0]","[-0.277508385517176, 0.9607232150664677, 0.0]",0.8911544348386596,0.3439632634630979,-0.0034103740297017427,0.9516054436798014,0.0831506638804741,0,-0.8020489473488683,0.2347394833429488,0.005996843193671977,0.28119965617558224,0.4400642094758041,-0.38982228396023605,-0.8020489473488683,0.12070485097869776,0.13983654969482773,9.819258624625984,0.8911544348386596,0.3439632634630979,-0.0034103740297017427,10.588275710611791,0.7710444312454999,1.0108940925526644,"[10.588275710611791, 0.7710444312454999, 1.0108940925526644]",10.588275710611791,0.7710444312454999,1.0108940925526644,0.2347394833429488,0.005996843193671977,0.28119965617558224,"[0.9607232150664677, 0.277508385517176, 0.0]","[-0.277508385517176, 0.9607232150664677, 0.0]",0.8911544348386596,0.3439632634630979,-0.0034103740297017427,0.9516054436798014,0.0831506638804741,0,-0.8020489473488683,0.2347394833429488,0.005996843193671977,0.28119965617558224,0.4400642094758041,-0.38982228396023605,-0.8020489473488683,0.12070485097869776,0.13983654969482773,9.819258624625984,0.8911544348386596,0.3439632634630979,-0.0034103740297017427,10.588275710611791,0.7710444312454999,1.0108940925526644,False,55.95129480316339,55.742392079796076,54.95826019713556,55.08336407929406
432,16.576,0.032,9,,,False,9,,,False,"[10.617499043783997, 0.7798173938187045, 1.0105330696845096]",10.617499043783997,0.7798173938187045,1.0105330696845096,0.24186519386522293,-0.0017390648838518873,0.25329772184615,"[0.9680912853064637, 0.2505978118692962, 0.0]","[-0.2505978118692962, 0.9680912853064637, 0.0]",0.9132291616314694,0.2741550804126439,-0.011281964629835755,0.952791856127413,0.03655391452989529,0,-0.7902936555246035,0.24186519386522293,-0.0017390648838518873,0.25329772184615,0.22453580664922365,-0.4407570480312978,-0.7902936555246035,0.137775144432628,0.0723955563297154,9.832647529523614,0.9132291616314694,0.2741550804126439,-0.011281964629835755,10.617499043783997,0.7798173938187045,1.0105330696845096,"[10.617499043783997, 0.7798173938187045, 1.0105330696845096]",10.617499043783997,0.7798173938187045,1.0105330696845096,0.24186519386522293,-0.0017390648838518873,0.25329772184615,"[0.9680912853064637, 0.2505978118692962, 0.0]","[-0.2505978118692962, 0.9680912853064637, 0.0]",0.9132291616314694,0.2741550804126439,-0.011281964629835755,0.952791856127413,0.03655391452989529,0,-0.7902936555246035,0.24186519386522293,-0.0017390648838518873,0.25329772184615,0.22453580664922365,-0.4407570480312978,-0.7902936555246035,0.137775144432628,0.0723955563297154,9.832647529523614,0.9132291616314694,0.2741550804126439,-0.011281964629835755,10.617499043783997,0.7798173938187045,1.0105330696845096,False,55.98232407410898,55.86764465590338,55.01473743924945,55.03573655225812
433,16.608,0.032,9,,,False,9,,,False,"[10.647311209775475, 0.7862476709080198, 1.00991802881244]",10.647311209775475,0.7862476709080198,1.00991802881244,0.24169124268625009,-0.010148807083381148,0.22560425829551345,"[0.9746591152446987, 0.22369534879031597, 0.0]","[-0.22369534879031597, 0.9746591152446987, 0.0]",0.9316301872336696,0.20094615904110436,-0.019220027252173442,0.9529725751591956,-0.012547334093999801,0,-0.777371684426677,0.24169124268625009,-0.010148807083381148,0.22560425829551345,-0.010580323854329086,-0.4623806272109961,-0.777371684426677,0.1457328197314556,-0.0015216493070555615,9.847535967082612,0.9316301872336696,0.20094615904110436,-0.019220027252173442,10.647311209775475,0.7862476709080198,1.00991802881244,"[10.647311209775475, 0.7862476709080198, 1.00991802881244]",10.647311209775475,0.7862476709080198,1.00991802881244,0.24169124268625009,-0.010148807083381148,0.22560425829551345,"[0.9746591152446987, 0.22369534879031597, 0.0]","[-0.22369534879031597, 0.9746591152446987, 0.0]",0.9316301872336696,0.20094615904110436,-0.019220027252173442,0.9529725751591956,-0.012547334093999801,0,-0.777371684426677,0.24169124268625009,-0.010148807083381148,0.22560425829551345,-0.010580323854329086,-0.4623806272109961,-0.777371684426677,0.1457328197314556,-0.0015216493070555615,9.847535967082612,0.9316301872336696,0.20094615904110436,-0.019220027252173442,10.647311209775475,0.7862476709080198,1.00991802881244,False,55.97463240634059,55.94109856658393,55.11459718259823,55.04712991488675
434,16.64,0.032,9,,,False,9,,,False,"[10.677567179282844, 0.7902993140844716, 1.009064492006338]",10.677567179282844,0.7902993140844716,1.009064492006338,0.2343892711413319,-0.01862950954229361,0.19840066053217464,"[0.9803830639581902, 0.19710161821748498, 0.0]","[-0.19710161821748498, 0.9803830639581902, 0.0]",0.9454990471052588,0.12661384926412,-0.02667302519068451,0.9519070473493055,-0.06222931872643814,0,-0.7636272186021045,0.2343892711413319,-0.01862950954229361,0.19840066053217464,-0.24042064107716998,-0.45800250338848025,-0.7636272186021045,0.14546748201977167,-0.07410805583814017,9.862945987826635,0.9454990471052588,0.12661384926412,-0.02667302519068451,10.677567179282844,0.7902993140844716,1.009064492006338,"[10.677567179282844, 0.7902993140844716, 1.009064492006338]",10.677567179282844,0.7902993140844716,1.009064492006338,0.2343892711413319,-0.01862950954229361,0.19840066053217464,"[0.9803830639581902, 0.19710161821748498, 0.0]","[-0.19710161821748498, 0.9803830639581902, 0.0]",0.9454990471052588,0.12661384926412,-0.02667302519068451,0.9519070473493055,-0.06222931872643814,0,-0.7636272186021045,0.2343892711413319,-0.01862950954229361,0.19840066053217464,-0.24042064107716998,-0.45800250338848025,-0.7636272186021045,0.14546748201977167,-0.07410805583814017,9.862945987826635,0.9454990471052588,0.12661384926412,-0.02667302519068451,10.677567179282844,0.7902993140844716,1.009064492006338,False,55.929850334444325,55.96885323647881,55.2507110434362,55.105443612180494
435,16.672,0.032,9,,,False,9,,,False,"[10.708106557961903, 0.7920112454969969, 1.0080042184267521]",10.708106557961903,0.7920112454969969,1.0080042184267521,0.22079513903241138,-0.026632592023544656,0.17193069788864998,"[0.985256290178823, 0.1710848989918832, 0.0]","[-0.1710848989918832, 0.985256290178823, 0.0]",0.9543555837205964,0.053497856641413266,-0.033133549362059624,0.9494375173277784,-0.11056672887614064,0,-0.7492910781868218,0.22079513903241138,-0.026632592023544656,0.17193069788864998,-0.44354381457896813,-0.4302637794470324,-0.7492910781868218,0.1376791435331886,-0.13856551653027127,9.877998170409567,0.9543555837205964,0.053497856641413266,-0.033133549362059624,10.708106557961903,0.7920112454969969,1.0080042184267521,"[10.708106557961903, 0.7920112454969969, 1.0080042184267521]",10.708106557961903,0.7920112454969969,1.0080042184267521,0.22079513903241138,-0.026632592023544656,0.17193069788864998,"[0.985256290178823, 0.1710848989918832, 0.0]","[-0.1710848989918832, 0.985256290178823, 0.0]",0.9543555837205964,0.053497856641413266,-0.033133549362059624,0.9494375173277784,-0.11056672887614064,0,-0.7492910781868218,0.22079513903241138,-0.026632592023544656,0.17193069788864998,-0.44354381457896813,-0.4302637794470324,-0.7492910781868218,0.1376791435331886,-0.13856551653027127,9.877998170409567,0.9543555837205964,0.053497856641413266,-0.033133549362059624,10.708106557961903,0.7920112454969969,1.0080042184267521,False,55.854709147918975,55.95970053189908,55.41075237848427,55.196194895055264
436,16.704,0.032,9,,,False,9,,,False,"[10.738766190199318, 0.7914918809988439, 1.006781065824741]",10.738766190199318,0.7914918809988439,1.006781065824741,0.20224201835336109,-0.033639301869968025,0.14637562194184456,"[0.9893062027398023, 0.14585347860285386, 0.0]","[-0.14585347860285386, 0.9893062027398023, 0.0]",0.9581135074192199,-0.016230140567280532,-0.03822351881285006,0.9455004133586706,-0.15580076668802398,0,-0.7345553102634308,0.20224201835336109,-0.033639301869968025,0.14637562194184456,-0.6038680748781579,-0.3816936258448115,-0.7345553102634308,0.12306825212452777,-0.18972902847485407,9.891981691400007,0.9581135074192199,-0.016230140567280532,-0.03822351881285006,10.738766190199318,0.7914918809988439,1.006781065824741,"[10.738766190199318, 0.7914918809988439, 1.006781065824741]",10.738766190199318,0.7914918809988439,1.006781065824741,0.20224201835336109,-0.033639301869968025,0.14637562194184456,"[0.9893062027398023, 0.14585347860285386, 0.0]","[-0.14585347860285386, 0.9893062027398023, 0.0]",0.9581135074192199,-0.016230140567280532,-0.03822351881285006,0.9455004133586706,-0.15580076668802398,0,-0.7345553102634308,0.20224201835336109,-0.033639301869968025,0.14637562194184456,-0.6038680748781579,-0.3816936258448115,-0.7345553102634308,0.12306825212452777,-0.18972902847485407,9.891981691400007,0.9581135074192199,-0.016230140567280532,-0.03822351881285006,10.738766190199318,0.7914918809988439,1.006781065824741,False,55.75986669925802,55.92241518002201,55.57949687794464,55.30596380710134
437,16.736,0.032,9,,,False,9,,,False,"[10.76939236233489, 0.7889077231438135, 1.0054453038375062]",10.76939236233489,0.7889077231438135,1.0054453038375062,0.1803708415978571,-0.039174662042349,0.12183529539036772,"[0.9925872566722518, 0.12153410176511548, 0.0]","[-0.12153410176511548, 0.9925872566722518, 0.0]",0.9570678792366608,-0.08075493296969928,-0.04174256210108408,0.9401589024590725,-0.19647270241041698,0,-0.719592144679675,0.1803708415978571,-0.039174662042349,0.12183529539036772,-0.7114203110132234,-0.3155731826007123,-0.719592144679675,0.10261611236021073,-0.22433106850106088,9.904375862631928,0.9570678792366608,-0.08075493296969928,-0.04174256210108408,10.76939236233489,0.7889077231438135,1.0054453038375062,"[10.76939236233489, 0.7889077231438135, 1.0054453038375062]",10.76939236233489,0.7889077231438135,1.0054453038375062,0.1803708415978571,-0.039174662042349,0.12183529539036772,"[0.9925872566722518, 0.12153410176511548, 0.0]","[-0.12153410176511548, 0.9925872566722518, 0.0]",0.9570678792366608,-0.08075493296969928,-0.04174256210108408,0.9401589024590725,-0.19647270241041698,0,-0.719592144679675,0.1803708415978571,-0.039174662042349,0.12183529539036772,-0.7114203110132234,-0.3155731826007123,-0.719592144679675,0.10261611236021073,-0.22433106850106088,9.904375862631928,0.9570678792366608,-0.08075493296969928,-0.04174256210108408,10.76939236233489,0.7889077231438135,1.0054453038375062,False,55.65866551667643,55.86523896786213,55.740736432124486,55.423427998461044
438,16.768,0.032,9,,,False,9,,,False,"[10.799851556429388, 0.7844675639110814, 1.004047788272662]",10.799851556429388,0.7844675639110814,1.004047788272662,0.15693597070717602,-0.04285352592613665,0.09832161639407352,"[0.9951703225203081, 0.09816327813814016, 0.0]","[-0.09816327813814016, 0.9951703225203081, 0.0]",0.951849815453035,-0.13875497602287917,-0.04367236140138144,0.9336320445309079,-0.23152153242003998,0,-0.7045572248797874,0.15693597070717602,-0.04285352592613665,0.09832161639407352,-0.7625077891228187,-0.23659349188251383,-0.7045572248797874,0.07779519570883597,-0.24108713019022665,9.914842646477712,0.951849815453035,-0.13875497602287917,-0.04367236140138144,10.799851556429388,0.7844675639110814,1.004047788272662,"[10.799851556429388, 0.7844675639110814, 1.004047788272662]",10.799851556429388,0.7844675639110814,1.004047788272662,0.15693597070717602,-0.04285352592613665,0.09832161639407352,"[0.9951703225203081, 0.09816327813814016, 0.0]","[-0.09816327813814016, 0.9951703225203081, 0.0]",0.951849815453035,-0.13875497602287917,-0.04367236140138144,0.9336320445309079,-0.23152153242003998,0,-0.7045572248797874,0.15693597070717602,-0.04285352592613665,0.09832161639407352,-0.7625077891228187,-0.23659349188251383,-0.7045572248797874,0.07779519570883597,-0.24108713019022665,9.914842646477712,0.951849815453035,-0.13875497602287917,-0.04367236140138144,10.799851556429388,0.7844675639110814,1.004047788272662,False,55.56522555707308,55.79605442560849,55.8793704868888,55.539324469658936
439,16.8,0.032,9,,,False,9,,,False,"[10.830038673948799, 0.7784042243411643, 1.002635184067249]",10.830038673948799,0.7784042243411643,1.002635184067249,0.1336200276955805,-0.044439627498834906,0.07576893760866833,"[0.997130907046525, 0.07569646103071372, 0.0]","[-0.07569646103071372, 0.997130907046525, 0.0]",0.9433474224815903,-0.18947936155990913,-0.04414388141915855,0.9262979539306254,-0.2603437890631306,0,-0.6895878785763616,0.1336200276955805,-0.044439627498834906,0.07576893760866833,-0.7594129840134713,-0.1509898269120833,-0.6895878785763616,0.05060796689618624,-0.2406245919120047,9.9232056757442,0.9433474224815903,-0.18947936155990913,-0.04414388141915855,10.830038673948799,0.7784042243411643,1.002635184067249,"[10.830038673948799, 0.7784042243411643, 1.002635184067249]",10.830038673948799,0.7784042243411643,1.002635184067249,0.1336200276955805,-0.044439627498834906,0.07576893760866833,"[0.997130907046525, 0.07569646103071372, 0.0]","[-0.07569646103071372, 0.997130907046525, 0.0]",0.9433474224815903,-0.18947936155990913,-0.04414388141915855,0.9262979539306254,-0.2603437890631306,0,-0.6895878785763616,0.1336200276955805,-0.044439627498834906,0.07576893760866833,-0.7594129840134713,-0.1509898269120833,-0.6895878785763616,0.05060796689618624,-0.2406245919120047,9.9232056757442,0.9433474224815903,-0.18947936155990913,-0.04414388141915855,10.830038673948799,0.7784042243411643,1.002635184067249,False,55.49200279087059,55.7225337182952,55.98360057124865,55.64608590958381
440,16.832,0.032,9,,,False,9,,,False,"[10.859881847682942, 0.7709559498931534, 1.0012469099217116]",10.859881847682942,0.7709559498931534,1.0012469099217116,0.11187378406383836,-0.04389322126497972,0.05406028052053269,"[0.9985390988790067, 0.05403395238089846, 0.0]","[-0.05403395238089846, 0.9985390988790067, 0.0]",0.9325991791919639,-0.2327585765003398,-0.04338356704804445,0.9186598781667799,-0.28281055887393325,0,-0.6747952577827825,0.11187378406383836,-0.04389322126497972,0.05406028052053269,-0.7095543354718032,-0.06604179321006456,-0.6747952577827825,0.023418723946501574,-0.22523148721203112,9.92942906868098,0.9325991791919639,-0.2327585765003398,-0.04338356704804445,10.859881847682942,0.7709559498931534,1.0012469099217116,"[10.859881847682942, 0.7709559498931534, 1.0012469099217116]",10.859881847682942,0.7709559498931534,1.0012469099217116,0.11187378406383836,-0.04389322126497972,0.05406028052053269,"[0.9985390988790067, 0.05403395238089846, 0.0]","[-0.05403395238089846, 0.9985390988790067, 0.0]",0.9325991791919639,-0.2327585765003398,-0.04338356704804445,0.9186598781667799,-0.28281055887393325,0,-0.6747952577827825,0.11187378406383836,-0.04389322126497972,0.05406028052053269,-0.7095543354718032,-0.06604179321006456,-0.6747952577827825,0.023418723946501574,-0.22523148721203112,9.92942906868098,0.9325991791919639,-0.2327585765003398,-0.04338356704804445,10.859881847682942,0.7709559498931534,1.0012469099217116,False,55.44745150635468,55.651946293279295,56.046736382044145,55.73761546436944
441,16.864,0.032,9,,,False,9,,,False,"[10.889343406135353, 0.7623495281946767, 0.9999138923673108]",10.889343406135353,0.7623495281946767,0.9999138923673108,0.0927982508547035,-0.04138705373201102,0.03306123748093959,"[0.9994535270674798, 0.03305521490437437, 0.0]","[-0.03305521490437437, 0.9994535270674798, 0.0]",0.9206737016378571,-0.26895067807739576,-0.04165679857502604,0.9112803559177033,-0.2992367708760887,0,-0.6602516310382218,0.0927982508547035,-0.04138705373201102,0.03306123748093959,-0.6241050402240111,0.010929203232954529,-0.6602516310382218,-0.0013783354906051204,-0.19842186974893028,9.933600334759737,0.9206737016378571,-0.26895067807739576,-0.04165679857502604,10.889343406135353,0.7623495281946767,0.9999138923673108,"[10.889343406135353, 0.7623495281946767, 0.9999138923673108]",10.889343406135353,0.7623495281946767,0.9999138923673108,0.0927982508547035,-0.04138705373201102,0.03306123748093959,"[0.9994535270674798, 0.03305521490437437, 0.0]","[-0.03305521490437437, 0.9994535270674798, 0.0]",0.9206737016378571,-0.26895067807739576,-0.04165679857502604,0.9112803559177033,-0.2992367708760887,0,-0.6602516310382218,0.0927982508547035,-0.04138705373201102,0.03306123748093959,-0.6241050402240111,0.010929203232954529,-0.6602516310382218,-0.0013783354906051204,-0.19842186974893028,9.933600334759737,0.9206737016378571,-0.26895067807739576,-0.04165679857502604,10.889343406135353,0.7623495281946767,0.9999138923673108,False,55.43459690373681,55.590599672496175,56.068005214806924,55.8093882966083
442,16.896,0.032,9,,,False,9,,,False,"[10.918417148583249, 0.7527868238022323, 0.998658765243973]",10.918417148583249,0.7527868238022323,0.998658765243973,0.07708224142733261,-0.03728268144772285,0.01265017399662607,"[0.9999199876159472, 0.01264983660463296, 0.0]","[-0.01264983660463296, 0.9999199876159472, 0.0]",0.9085544514967615,-0.298834512263889,-0.03922272260430469,0.9047015481370921,-0.3103036671599715,0,-0.6459813939671813,0.07708224142733261,-0.03728268144772285,0.01265017399662607,-0.5162210634062152,0.07372812432103171,-0.6459813939671813,-0.02174456628071092,-0.16436822659641082,9.93591141288043,0.9085544514967615,-0.298834512263889,-0.03922272260430469,10.918417148583249,0.7527868238022323,0.998658765243973,"[10.918417148583249, 0.7527868238022323, 0.998658765243973]",10.918417148583249,0.7527868238022323,0.998658765243973,0.07708224142733261,-0.03728268144772285,0.01265017399662607,"[0.9999199876159472, 0.01264983660463296, 0.0]","[-0.01264983660463296, 0.9999199876159472, 0.0]",0.9085544514967615,-0.298834512263889,-0.03922272260430469,0.9047015481370921,-0.3103036671599715,0,-0.6459813939671813,0.07708224142733261,-0.03728268144772285,0.01265017399662607,-0.5162210634062152,0.07372812432103171,-0.6459813939671813,-0.02174456628071092,-0.16436822659641082,9.93591141288043,0.9085544514967615,-0.298834512263889,-0.03922272260430469,10.918417148583249,0.7527868238022323,0.998658765243973,False,55.45101915868002,55.54314658569303,56.052050170527885,55.8587561285102
443,16.928,0.032,9,,,False,9,,,False,"[10.947122659025899, 0.7424357849801902, 0.997496943300199]",10.947122659025899,0.7424357849801902,0.997496943300199,0.06499897334257815,-0.03207355687964476,-0.007264014112725921,"[0.9999736171654948, -0.007263950230852835, 0.0]","[0.007263950230852835, 0.9999736171654948, 0.0]",0.8970472013328181,-0.3234699631888147,-0.03630693574293752,0.8993732043987414,-0.3169453229091011,0,-0.6319655964838491,0.06499897334257815,-0.03207355687964476,-0.007264014112725921,-0.39918484667268417,0.11822956781061682,-0.6319655964838491,-0.03630816675544013,-0.1273024271183124,9.936629939956447,0.8970472013328181,-0.3234699631888147,-0.03630693574293752,10.947122659025899,0.7424357849801902,0.997496943300199,"[10.947122659025899, 0.7424357849801902, 0.997496943300199]",10.947122659025899,0.7424357849801902,0.997496943300199,0.06499897334257815,-0.03207355687964476,-0.007264014112725921,"[0.9999736171654948, -0.007263950230852835, 0.0]","[0.007263950230852835, 0.9999736171654948, 0.0]",0.8970472013328181,-0.3234699631888147,-0.03630693574293752,0.8993732043987414,-0.3169453229091011,0,-0.6319655964838491,0.06499897334257815,-0.03207355687964476,-0.007264014112725921,-0.39918484667268417,0.11822956781061682,-0.6319655964838491,-0.03630816675544013,-0.1273024271183124,9.936629939956447,0.8970472013328181,-0.3234699631888147,-0.03630693574293752,10.947122659025899,0.7424357849801902,0.997496943300199,False,55.49014346932184,55.512099070221645,56.00733420621648,55.88515439446267
444,16.96,0.032,9,,,False,9,,,False,"[10.975497772081415, 0.7314262262624635, 0.9964380274436623]",10.975497772081415,0.7314262262624635,0.9964380274436623,0.056453375779483006,-0.02631086052556478,-0.026738726409978843,"[0.9996425415531066, -0.026735540339510196, 0.0]","[0.026735540339510196, 0.9996425415531066, 0.0]",0.8867222829848913,-0.3440487099289609,-0.03309112051677105,0.8956036447778519,-0.3202187274447689,0,-0.6181614019655691,0.056453375779483006,-0.02631086052556478,-0.026738726409978843,-0.28481594019488776,0.14283439422343905,-0.6181614019655691,-0.044515885152245915,-0.09100099042555942,9.936060474692052,0.8867222829848913,-0.3440487099289609,-0.03309112051677105,10.975497772081415,0.7314262262624635,0.9964380274436623,"[10.975497772081415, 0.7314262262624635, 0.9964380274436623]",10.975497772081415,0.7314262262624635,0.9964380274436623,0.056453375779483006,-0.02631086052556478,-0.026738726409978843,"[0.9996425415531066, -0.026735540339510196, 0.0]","[0.026735540339510196, 0.9996425415531066, 0.0]",0.8867222829848913,-0.3440487099289609,-0.03309112051677105,0.8956036447778519,-0.3202187274447689,0,-0.6181614019655691,0.056453375779483006,-0.02631086052556478,-0.026738726409978843,-0.28481594019488776,0.14283439422343905,-0.6181614019655691,-0.044515885152245915,-0.09100099042555942,9.936060474692052,0.8867222829848913,-0.3440487099289609,-0.03309112051677105,10.975497772081415,0.7314262262624635,0.9964380274436623,False,55.543222174632966,55.49776342859894,55.944071503974634,55.889994025190326
445,16.992,0.032,9,,,False,9,,,False,"[11.003590425310756, 0.7198500090795402, 0.9954871698236438]",11.003590425310756,0.7198500090795402,0.9954871698236438,0.0510631330427717,-0.020529684136580777,-0.04580498860033925,"[0.9989511349139568, -0.0457889730624921, 0.0]","[0.0457889730624921, 0.9989511349139568, 0.0]",0.8778954134169087,-0.3617567869663513,-0.02971430062557503,0.8935390913421541,-0.3211794234662309,0,-0.6045272659794891,0.0510631330427717,-0.020529684136580777,-0.04580498860033925,-0.18239909137319396,0.14839472546807672,-0.6045272659794891,-0.04661073575166963,-0.05843708568548822,9.934504264417335,0.8778954134169087,-0.3617567869663513,-0.02971430062557503,11.003590425310756,0.7198500090795402,0.9954871698236438,"[11.003590425310756, 0.7198500090795402, 0.9954871698236438]",11.003590425310756,0.7198500090795402,0.9954871698236438,0.0510631330427717,-0.020529684136580777,-0.04580498860033925,"[0.9989511349139568, -0.0457889730624921, 0.0]","[0.0457889730624921, 0.9989511349139568, 0.0]",0.8778954134169087,-0.3617567869663513,-0.02971430062557503,0.8935390913421541,-0.3211794234662309,0,-0.6045272659794891,0.0510631330427717,-0.020529684136580777,-0.04580498860033925,-0.18239909137319396,0.14839472546807672,-0.6045272659794891,-0.04661073575166963,-0.05843708568548822,9.934504264417335,0.8778954134169087,-0.3617567869663513,-0.02971430062557503,11.003590425310756,0.7198500090795402,0.9954871698236438,False,55.60128025552919,55.498566800721406,55.87234146878396,55.87624872565199
446,17.024,0.032,9,,,False,9,,,False,"[11.031451011569066, 0.7077647593760356, 0.9946462253648212]",11.031451011569066,0.7077647593760356,0.9946462253648212,0.04825428213902612,-0.015188798677332265,-0.06447856301849754,"[0.9979219775508299, -0.0644338941942897, 0.0]","[0.0644338941942897, 0.9979219775508299, 0.0]",0.8706433205721793,-0.3776640532345201,-0.026279514338209367,0.89316846985391,-0.3207803192549413,0,-0.5910414087938201,0.04825428213902612,-0.015188798677332265,-0.06447856301849754,-0.09819820349073438,0.13773477118099445,-0.5910414087938201,-0.04347770478791382,-0.03162184517554428,9.932228099072963,0.8706433205721793,-0.3776640532345201,-0.026279514338209367,11.031451011569066,0.7077647593760356,0.9946462253648212,"[11.031451011569066, 0.7077647593760356, 0.9946462253648212]",11.031451011569066,0.7077647593760356,0.9946462253648212,0.04825428213902612,-0.015188798677332265,-0.06447856301849754,"[0.9979219775508299, -0.0644338941942897, 0.0]","[0.0644338941942897, 0.9979219775508299, 0.0]",0.8706433205721793,-0.3776640532345201,-0.026279514338209367,0.89316846985391,-0.3207803192549413,0,-0.5910414087938201,0.04825428213902612,-0.015188798677332265,-0.06447856301849754,-0.09819820349073438,0.13773477118099445,-0.5910414087938201,-0.04347770478791382,-0.03162184517554428,9.932228099072963,0.8706433205721793,-0.3776640532345201,-0.026279514338209367,11.031451011569066,0.7077647593760356,0.9946462253648212,False,55.65654093836816,55.51159010207294,55.80077141183042,55.84790326678709
